Intersection:,,BONANZA & BUSINESS DRIVEWAY,,,,,,,,,,,,Daily total:,,,,,,,,,,
Date:,,39190.0,,,,,,,,,,,,E-W:,,20200.0,,,,24hr,,21625.0,,
Counted By:,,jd,,,,,,,,,,,,N-S:,,1425.0,,,,total,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,TONOPAH,,,,,,BONANZA,,,,,,BUSINESS DRIVEWAY,,,,,,BONANZA,,,,
,,Southbound,,,,,,Westbound,,,,,,Northbound,,,,,,Eastbound,,,,
End Time,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total
0.3020833333333333,,37.0,2.0,29.0,2.0,68.0,,0.0,83.0,6.0,0.0,89.0,,0.0,0.0,0.0,0.0,0.0,,5.0,110.0,0.0,0.0,115.0
0.3125,,41.0,0.0,19.0,1.0,60.0,,2.0,69.0,13.0,0.0,84.0,,0.0,0.0,0.0,0.0,0.0,,0.0,141.0,3.0,1.0,144.0
0.3229166666666667,,49.0,2.0,27.0,3.0,78.0,,0.0,94.0,10.0,1.0,104.0,,0.0,0.0,1.0,0.0,1.0,,1.0,141.0,1.0,0.0,143.0
0.33333333333333337,,67.0,1.0,33.0,1.0,101.0,,0.0,105.0,13.0,0.0,118.0,,1.0,0.0,0.0,0.0,1.0,,4.0,155.0,2.0,1.0,161.0
Hourly Total,,194.0,5.0,108.0,7.0,307.0,,2.0,351.0,42.0,1.0,395.0,,1.0,0.0,1.0,0.0,2.0,,10.0,547.0,6.0,2.0,563.0
Percentage,,0.6319218241042345,0.016286644951140065,0.3517915309446254,,,,0.005063291139240506,0.8886075949367088,0.10632911392405063,,,,0.5,n/a,0.5,,,,0.017761989342806393,0.9715808170515098,0.010657193605683837,,
Peak Hour Factor,,0.7238805970149254,0.625,0.8181818181818182,,0.7599009900990099,,0.25,0.8357142857142857,0.8076923076923077,,0.836864406779661,,0.25,n/a,0.25,,0.5,,0.5,0.882258064516129,0.5,,0.8742236024844721
LT X-Product,,388.0,,,,,,1126.0,,,,,,307.0,,,,,,3950.0,,,,
,,# thru lanes =,,1.0,,,,# thru lanes =,,2.0,,,,# thru lanes =,,1.0,,,,# thru lanes =,,2.0,,
End Time,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total
0.5104166666666666,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
0.5208333333333333,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
0.5312499999999999,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
0.5416666666666665,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Hourly Total,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Percentage,,n/a,n/a,n/a,,,,n/a,n/a,n/a,,,,n/a,n/a,n/a,,,,n/a,n/a,n/a,,
Peak Hour Factor,,n/a,n/a,n/a,,n/a,,n/a,n/a,n/a,,n/a,,n/a,n/a,n/a,,n/a,,n/a,n/a,n/a,,n/a
LT X-Product,,n/a,,,,,,n/a,,,,,,n/a,,,,,,n/a,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
End Time,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total,,Left Turn,Through,Right Turn,Peds,Approach Total
0.71875,,19.0,0.0,8.0,3.0,27.0,,0.0,198.0,19.0,0.0,217.0,,0.0,0.0,0.0,0.0,0.0,,22.0,130.0,0.0,0.0,152.0
0.7291666666666666,,22.0,0.0,9.0,10.0,31.0,,1.0,260.0,39.0,1.0,300.0,,0.0,1.0,1.0,0.0,2.0,,22.0,151.0,2.0,0.0,175.0
